name,code,credits
IELE1002L,LAB.FUNDAMENTOS CIRCUITOS,0.0
IIND2400,SIST. DE CONTROL GERENCIAL,3.0
ICYA3307C,COMPL DISEÑO DE VIAS,0.0
FISI1029,FISICA EXPERIMENTAL II,1.0
ISIS1204,ALGORITMICA Y PROGR. OBJ. I,3.0
PLEN4131,SEMINARIO INVESTIGACION-ACCION,4.0
"",,0.0
FISI1029,FISICA EXPERIMENTAL II,1.0
ARQU3861,PROY UI ARQU DEL PAISAJE,5.0
BIOL3303,FISIOLOGIA VEGETAL-LAB,1.0
ICYA2402L,LAB HIDRAULICA,0.0
ICYA1122L,LAB MATERIALES ING CIVIL,0.0
ARQU3822,TEORIA UI VIVIENDA,3.0
DERE2102,TEORIA JURIDICA,5.0
IIND3311,ESTRATEGIA ORGANIZACIONAL,3.0
IIND2302C,COMPL. PENS SISTE ORGANIZACION,0.0
ICYA1116,ESTATICA,3.0
MUSI2407,INSTRUMENTO 7 - SAXOFON,5.0
"",,0.0
ISIS2403,ARQUITECTURA EMPRESARIAL,3.0
EGOB2101,MÉTOD CUANTI PARA ASUNT PUB I,4.0
DERE3905,EXAMEN DE FACULTAD,0.0
MBIO3603,MICROBIOLOGIA DE ALIMENTOS-LAB,1.0
FISI1012C,COMPL. FÍSICA BÁSICA 1,0.0
PSCL4104,TALLER DE HABILIDADES CLÍNICAS,6.0
LENG1301,ALEMAN 1,3.0
MUSI2415,INSTRUMENTO 5 - 15 - FLAUTA,4.0
PERI1017A,PERIODISMO VISUAL,3.0
MATE1209,"CALCULO 3 (ECONOMIA,ADMON)",3.0
LENG1106,INGLÉS 6,0.0
ARTE2205,COMPOSICION EN MOVIMIENTO,3.0
ISIS4001,TESIS II,8.0
PSIC3866,LOGOTERAPIA Y SENTIDO DE VIDA,3.0
DISE3991,PRÁCTICA EMPRESARIAL,6.0
IELE2010L,LAB MATERIALES PARA IEE,0.0
ISIS1104,MATE ESTRUCTU Y LÓGIC (INGLES),3.0
ADMI2557,HERRAMIENTAS TOMA DECI II,3.0
LENG1104,INGLÉS 4,0.0
ARQU2101,PROYECTO HABITAR,5.0
DERE1103,SOCIOLOGIA JURIDICA,3.0
EDUI4022,TALLER DE REDACCIÓN,0.0
DEPO1204,BILLAR MASCULINO,1.0
IIND3001,PROYECTO DE GRADO 2,3.0
MATE1214,CALCULO INTEGRAL-ECUAC.DIFEREN,3.0
MBIO1101,BIOLOGIA CELULAR-LAB,0.0
ECON3730,SEM TEMAS MONETARIOS-BANCARIOS,3.0
HDIG4000,FUNDAMENTOS EN HUMANIDADES DIG,4.0
MECU4203,TUTORIA DE INVESTIGACIÓN II,4.0
ISIS1104L,LAB MATEMÁTICA ESTRUCT Y LOGIC,0.0
IQUI2101L,TALLER FENOMENOS TRANSPORTE 1,0.0
MUSI2204,ENTREN AUDITIVO 5,2.0
IBIO4217,FISIOLOGÍA AVANZADA,4.0
DERE2402,ARGUMENTACION EN EL PROCESO PE,3.0
BIOL1327,ECOLOGIA: PRINCIPIOS Y APLICA.,3.0
ICYA3401C,COMPL HIDROLOGIA,0.0
ANTR4977,SEM. ELECTIVO HOMOLOGADO POS 4,0.0
FILO1110B,ARISTOTELES,3.0
IELE1400L,LAB FUNDAMENTOS DE REDES,0.0
PERI1011B,GRANDES HISTORIAS PERIODISTIC.,3.0
IBIO2651,LABORATORIO BIOMATERIALES,0.0
LENG1104,INGLÉS 4,0.0
IIND2106C,REFUERZO PROBA Y ESTAD I,0.0
LITE1611,ESPAÑOL,3.0
DISE1000,CAPACITACIÓN ARQ-DIS,0.0
MBIO2103,BIOLOGIA MOLECULAR-LAB,1.0
MUSI2401,CONJUNTO 3 PIANO,3.0
ADMI3207,MERCADO DE CAPITALES,3.0
IMEC2700,PROYECTO INTERMEDIO,3.0
DERE2302,JUEZ E INTERPRET CONSTITUCIONA,3.0
IBIO4680L,LABORATORIO VISION COMPUTADOR,0.0
ARQU3249,SEM ARQU LATINOAMERICANA,3.0
MATE1201,PRECALCULO,3.0
MUSI2402,CONJUNTO 4 - GUITARRA,3.0
ECON2105C,COMPL. TEORIA DE JUEGOS,0.0
IELE1502L,LAB. SISTEMAS DINAMICOS,0.0
DERE2401,DERECHO PENAL,3.0
CPOL3991,PRACTICA PROFES. 6 CREDITOS,6.0
FISI1019,FISICA EXPERIMENTAL I,1.0
IIND3113C,REFUERZO SIMULA. EVENT.DISCRET,0.0
MDER4301,TUTORIA I,4.0
IIND2109,SISTEMAS APOYO A LA DECISION,3.0
"",,0.0
MMER4309,INVESTIGACIÓN DE MERCADOS II,2.0
ECON3301,ECONOMETRIA 2,4.0
MATE1203,CALCULO DIFERENCIAL,3.0
MATE1105C,ALGEBRA LINEAL 1 COMPL,0.0
MUSI2200,PIANO COMPLEMENTARIO 4,3.0
PSIC2708,DISEÑO Y ANÁLISIS DE INV. 3,3.0
FISI1029,FISICA EXPERIMENTAL II,1.0
ISIS2008,VISIÓN ISIS,0.0
DEPO1207,DANZA CONTEMPORANEA INTERMEDIO,1.0
ECON3602,MEMORIA DE GRADO,4.0
LENG1301,ALEMAN 1,3.0
FISI1019,FISICA EXPERIMENTAL I,1.0
MATE1207,CALCULO VECTORIAL,3.0
IBIO6980,TESIS 4CR,4.0
LENG1103,INGLÉS 3,0.0
BIOL3995,PROFUNDIZACION INVESTIGACION,0.0
ANTR4976,SEM. ELECTIVO HOMOLOGADO POS 3,0.0
DISE3199,ESTUDIO 8: PROYECTO DE GRADO,3.0
MATE1203,CALCULO DIFERENCIAL,3.0
IMEC1503,DISEÑO GRAFICO EN INGENIERÍA,3.0
ISIS1104,MATEMÁTICA ESTRUCTURAL Y LÓGIC,3.0
LENG1106,INGLÉS 6,0.0
MUSI1911,CANTO 2,4.0
IQUI3032,TALLER DISEÑO PLANTAS,0.0
DLIT6997,PASANTIA ESTUDIANTES EXTERNOS,0.0
IMEC1410,CIENCIA DE MATERIALES,3.0
HIST3103,SEMINARIO MONOGRAFIA DE GRADO,3.0
ICYA2401L,LAB MECANICA DE FLUIDOS,0.0
QUIM1000,INTRODUCCION A LA QUIMICA,2.0
ARQU4303,PROYECTO DE GRADO,4.0
ICYA1125,GEOMÁTICA,3.0
GEOC1002,GEOCIENCIAS,3.0
MATE1252C,CALCULO INTEGRAL-PROBAB COMPL,0.0
IIND2104,MODELOS PROBABILISTICOS,3.0
MUSI2201,PIANO COMPLEMENTARIO 5,3.0
MADM4303,GERENCIA DE MERCADEO,4.0
ARTE3603,PROYECTO NUEVO PENSUM,6.0
DERE3101,HERMENEUTICA JURIDICA,3.0
ADMI1401,TALLER HABILIDADES INFORMATICA,1.0
MPER4401,GENEROS PERIODISTICOS 2,4.0
MBIO2101,BIOQUIMICA-LAB,1.0
FISI1018C,COMPL. FÍSICA I,0.0
FILO6960,TUTORIAL DE PROYECTO 1,4.0
IIND2103C,REFUERZO PRINCIPIOS OPTIMIZAC.,0.0
DISE2100,ESTUDIO 3,4.0
ARTE1215,TALLER EXPRESION EXPERIMENTAL,3.0
MDER4543,TUTORIA (PENSUM NUEVO),6.0
DERE3601,DERE. INTERNACIONAL 2 (INGLES),3.0
DEPO1222,ESCALADA EN MURO AVANZADOS,1.0
DERE2201,OBLIGACIONES I,5.0
DISE2635,ORNAMENTO CORPORAL,3.0
IIND2109,SISTEMAS APOYO A LA DECISION,3.0
ARQU2410,PAISAJE URBANO,3.0
LENG1106,INGLÉS 6,0.0
DLIT6902,TUTORIAL LECT.EXAMEN CONOC.INT,4.0
CPOL2601,SEMILLERO PROG INVESTIG. CPOL,0.0
IBIO6970,EXAMEN DE PROPUESTA DOCTORAL,0.0
DDER6990,DISERTACION DOCTORAL,6.0
"",,0.0
QUIM1304,LAB DE FUNDAMENTOS QUIM ORG,0.0
MDIS4601,ESTUDIO MAESTRÍA 4 PROYECTO D,4.0
DISE1403,INGENIERÍA DE PAPEL,3.0
MUSI1208,PIANO COMPLEMENTARIO 1,3.0
DERE2102,TEORIA JURIDICA (INGLES),5.0
MEDI1210,FARMACOLOGIA,4.0
ADMI2301,FUNDAMENTOS DE MERCADEO,3.0
QUIM1104,LABORATORIO DE QUÍMICA,0.0
DEPO1235,TAEKWONDO ITF,1.0
DEPO3103,RUGBY MASC INTER REF SELECCION,1.0
IBIO3702,PROYECTO INVESTIGAC.INGENIERIA,3.0
IQUI2300,INGENIERIA DE REACCIONES,3.0
MUSI1207,ENTREN AUDITIVO 3,2.0
ISIS1204L,LAB ALGORITMICA Y PROG. OBJ I,0.0
MGPD4439,PROYECTO DE GRADO II,2.0
ICYA2401L,LAB MECANICA DE FLUIDOS,0.0
HIST6990,SUSTENTACIÓN DE TESIS,0.0
FISI1028C,COMPL. FÍSICA II,0.0
IMEC3530C,COMPL.DISEÑO SIST MECANICOS,0.0
DISE2306,PRODUCTO 1,3.0
IQUI2024,LAB. EQUILIBRIO,0.0
IQUI2020C,COMPL. TERMODINÁMICA,0.0
ADMI2801,LA GESTION DE LO PUBLICO,3.0
MUSI1417,INSTRUMENTO 3 - 15 - VIOLA,4.0
FISI1012C,COMPL. FÍSICA BÁSICA 1,0.0
FISI1028,FISICA II (INGLES),3.0
MBIO1101,BIOLOGIA CELULAR-LAB,0.0
MBIT4101,HABILIDADES GERENCIALES EN TI,4.0
MUSI1202,ARMONIA 1,3.0
QUIM1110,INTR. TEORIA ATOMOS Y MOLEC,3.0
LITE2102,LINGUISTICA I,3.0
ICYA3202C,COMPL DISEÑO ESTRUCTURAL,0.0
IMEC3701,PROYECTO GRADO,3.0
DERE2103,ETICA PROFESIONAL,3.0
IIND2401,ANALIS.DECISION INVERSION,3.0
MUSI1120A,"OPERA, MUSICA Y DRAMA",3.0
LITE1611,ESPAÑOL,3.0
IMEC1503C,COMPL.DISEÑO GRÁFICO INGEN,0.0
ARTE1105,FOTO BASICA 1,3.0
ARTE3602,ANTEPROYECTO NUEVO,3.0
PSIC1136B,GENERO Y SOCIEDAD,3.0
FISI1019,FISICA EXPERIMENTAL I,1.0
EDUC4206,TESIS 1,6.0
MINE4103,ADMIN. DEL CONOCIMIENTO,4.0
QUIM4950,TESIS II,6.0
ARTE1105,FOTO BASICA 1,3.0
DISE3409,DESARROLLO PRODUCTO SOSTENIBLE,3.0
MBIT4302,TESIS 1,4.0
IBIO6990,SUSTENTACION DE TESIS,0.0
DERE3615,CONCURSO ELSA WTO MOOT COURT,3.0
ECON2204C,COMPL MEDICION Y CONTABILIDAD,0.0
ARQU3810,PROY. UNIDAD INTERM. FORMA,5.0
ICYA1113C,COMPL INTRO A ING AMBIENTAL,0.0
ECON2203C,COMPL INTRODUCCIÓN A LA MACRO,0.0
ICYA2407L,LAB MICROBIOLOGIA AMBIENTAL,0.0
EDUI4011,LINGÜÍSTICA GENERAL,4.0
DEPO3103,SELECCION RUGBY FEMENINO,1.0
IELE2402L,LAB. COMUNICACIONES,0.0
LENG1203,FRANCÉS 3,3.0
SICO5501,PROYECTO DE GRADO I,1.0
MATE1105C,ALGEBRA LINEAL 1 COMPL,0.0
DEPO1228,SELECCION NATACION,1.0
IELE2081,PROYECTO ROBOCOL,3.0
IIND1001,PROGRAMA DE ACOMPAÑAMIENTO,0.0
MUSI2417,INSTRUMENTO 7 - 15 - VIOLIN,4.0
"",,0.0
EMAT4806,ANÁLISIS DE DATOS,5.0
ICYA2402L,LAB HIDRAULICA,0.0
SPUB4104,ECONOMÍA DE LA SALUD,4.0
IIND2400,SIST. DE CONTROL GERENCIAL,3.0
ADMI2403,OPERACIONES Y LOGISTICA,3.0
MBIT4304,PROYECTO DE EMPRENDIMIENTO,4.0
EDUC6011,PASANTIA DOCTORAL,12.0
ISIS1205L,LAB ALGORITMICA Y PROG. OBJ II,0.0
EDUI4025,FUNDAMENTOS DE INVEST EN EDUCA,4.0
MGEO4503,EJERCICIO ESCRITO,2.0
ADMI2204,DECISIONES DE INVERSION,3.0
ARQU1552,HERRAMIENTAS DIGITALES,3.0
BIOL3200,GENETICA EVOLUTIVA-TEO,3.0
DISE2309,PRODUCTO 4,3.0
ECON4659C,COMPL. TEORIA DE JUEGOS,0.0
STRA5410,PROBABILIDAD Y ESTADISTICA,2.0
DISE1000,CAPACITACIÓN ARQ-DIS,0.0
CBIO4800,SEMINARIOS INVESTIGACION L.D.,4.0
ECON2203C,COMPL INTRODUCCIÓN A LA MACRO,0.0
MUSI2400,CONJUNTO 2,3.0
IELE1010L,LAB. CIRCUITOS INSTRUMENTACION,0.0
DEPO3106,SELECCIÓN SQUASH,1.0
IQUI4212,PROYECTO ESPECIAL MAESTRIA II,4.0
MUSI1203,ARMONIA 2,3.0
QUIM1103C,COMPL. DE QUÍMICA,0.0
MBAE4132,EMPRENDIMIENTO E INNOVACION,2.0
DDER6961,PROYECTO DIRIGIDO 1,4.0
IIND3221C,REFUERZO LOGÍSTICA,0.0
ISIS3009,TALLER DE INNOVACION CON TIC 2,0.0
EDUC4206,TESIS 1,6.0
MATE1105C,ALGEBRA LINEAL 1 COMPL,0.0
ISIS1204,ALGORITMICA Y PROGR. OBJ. I,3.0
IMEC1410L,LABORAT.DE CIENCIA MATERIALES,0.0
HIST4801,TUTORIAL DE INV. 2- MHIST,4.0
CPOL6972,EX AREA MAYOR-RELACIONES INTER,4.0
"",,0.0
BIOL3336,EVOLUCION SOCIAL DE PRIMATES,3.0
IMEC2320L,LAB TRANSFERENCIA DE CALOR,0.0
IQUI3001C,COMPL. PROC. SEPARACION,0.0
ARQU2201,ARQUETIPOS EN ARQUITECTURA,3.0
DEPO1213,RUMBA AEROBICA,1.0
ISIS1205L,LAB ALGORITMICA Y PROG. OBJ II,0.0
IIND2106C,REFUERZO PROBA Y ESTAD I,0.0
MBIT4203,BUSINESS ANALYTICS,4.0
IELE3206L,LAB INSTRUMENTACIO ELECTRONI,0.0
ISIS3204L,LAB INFRAEST DE COMUNICACIONES,0.0
ICYA1122L,LAB MATERIALES ING CIVIL,0.0
QUIM1618,FUNDAMENTOS ANÁLISIS QUÍMICO,3.0
"",,0.0
QUIM1104,LABORATORIO DE QUÍMICA,0.0
MUSI1417,INSTRUMENTO 3 - 15 - GUITARRA,4.0
DEPO1200,ABDOMEN DE IMPACTO,1.0
DERE2302,JUEZ E INTERPRET CONSTITUCIONA,3.0
DEPR4401,TRABAJO DE GRADO,6.0
MATE1207C,CALCULO VECTORIAL COMPL,0.0
DEPO1206,ENTRENAMIENTO TOTAL,1.0
IELE2300L,LAB.ANALISIS SIST. CONTROL,0.0
"",,0.0
DISE1401,PERSPECTIVA Y DESCRIPTIVA,3.0
EDUC4017,CURRICULO Y PEDAGOGIA,4.0
FILO3213,LATIN V,3.0
"",,0.0
DEPO1255,CURSO FUTSALA MASCULINO,1.0
DERE3202,TITULOS VALORES,3.0
IQUI2010,FUNDAMENTOS PROC. INDUSTRIALES,3.0
LENG1104,INGLÉS 4,0.0
DISE2616,FOTOGRAFÍA 2: PERSONAS,3.0
LITE3336,ALVARO MUTIS,3.0
FISI1018C,COMPL. FÍSICA I,0.0
MUSI1910,CANTO 1,4.0
BIOL1300C,COMPL. BIOLOGIA DE ORGANISMOS,0.0
IMEC1541,MECANICA DE SOLIDOS RIGIDOS,3.0
MATE1201,PRECALCULO,3.0
GEOC3069,LAB.SENSORE REMOTOS SIG Y GPS,0.0
ISIS1404,TI EN LAS ORGANIZACIONES,3.0
IMEC1001L,LABORATORIO DE FUNDAMENTOS,0.0
DISE3199,ESTUDIO 8: PROYECTO DE GRADO,3.0
ARTE1222,ARTE DIGITAL,3.0
HIST2436B,1492,3.0
DERE1201,DERECHO ROMANO,3.0
MDIS4601,ESTUDIO MAESTRÍA 4 PROYECTO D,4.0
ADMI2104B,HISTORIA DESARROLLO EMPRES.COL,3.0
LITE1611,ESPAÑOL,3.0
MISO4302,TESIS I,4.0
ARTE3603,PROYECTO NUEVO PENSUM,6.0
IIND2202C,COMPL. FUNDAMENTOS PRODUCCIÓN,0.0
ICYA3202C,COMPL DISEÑO ESTRUCTURAL,0.0
MBIO3993,PRACTICA DE GRADO,6.0
IIND2104C,REFUERZO MODELOS PROBABILISTIC,0.0
MBIO1100,BIOLOGIA CELULAR-TEO,3.0
EECO5101,MICROECONOMIA EE,2.0
CBIO4202,GENETICA EVOLUTIVA AVANZADA,4.0
MUSI2416,INSTRUMENTO 6 - 15 - VIOLONCEL,4.0
LENG1201,FRANCÉS 1,3.0
MATE1214C,CALC.INTEG-ECUAC.DIFEREN COMPL,0.0
DEPO1227,PILATES,1.0
DEPO3102,SELECCION FUTSALA MASCULINO,1.0
DPRO4400,PROYECTO FINAL MDPP,4.0
MBIT4102,FINANZAS Y MERCADEO ESTRAT.,4.0
ICYA3305L,LAB ESTRUCTURAS GEOTECNICAS,0.0
ANTR3179,SEM. ELECTIVO HOMOLOGADO 3,3.0
IIND2302C,COMPL. PENS SISTE ORGANIZACION,0.0
LITE1611,ESPAÑOL,3.0
QUIM1103,QUÍMICA,3.0
QUIM4100,TALLER DE INVESTIGACIÓN,4.0
IIND2106C,REFUERZO PROBA Y ESTAD I,0.0
EDUC4207,TESIS 2,6.0
EDUC6002,EXPERIENCIA DE INVESTIGACIÓN,6.0
DERE1300,CONSTITUCION Y DEMOCRACIA,3.0
DISE3336,COOL HUNTING,3.0
QUIM1303C,COMPL FUNDAM DE QUÍM ORGÁNICA,0.0
BIOL1301,BIOLOGIA DE ORGANISMOS-LAB,1.0
IELE1000C,COMPL INTR. INGENIERIA ELECTR,0.0
QUIM1103C,COMPL. DE QUÍMICA,0.0
MATE1207,CALCULO VECTORIAL,3.0
DERE3601,DERECHO INTERNACIONAL 2,3.0
ICYA1113,INTRODUCCION A ING AMBIENTAL,3.0
IIND2301,DINAMICA DE SISTEMAS,3.0
ICYA2402,HIDRAULICA,3.0
MLIT4905,TUTORIAL DE PROFUNDIZACIÓN 2,6.0
IIND3221,LOGISTICA,3.0
LITE1611,ESPAÑOL,3.0
LITE1611,ESPAÑOL,3.0
MLIT4902,TESIS DE MAESTRÍA,8.0
MATE1041B,GEOMETRIA SAGRADA,3.0
CPOL3993,PRACTICA DE GRADO,6.0
EDUC6006,ELABORACION DE PROPUESTA I,6.0
EMAT4804,ANÁLISIS DE INSTRUCCIÓN,5.0
MBIO3603,MICROBIOLOGIA DE ALIMENTOS-LAB,1.0
ARQU1100,ACOMPAÑAMIENTO ARQU,1.0
EDUI4017,CURRÍCULO Y PEDAGOGÍA,4.0
IMEC2540L,LAB. DINAMICA SISTEM.MECANICOS,0.0
MATE1203,CALCULO DIFERENCIAL,3.0
FISI1029,FISICA EXPERIMENTAL II,1.0
IBIO6002,TUTORIAL 1,4.0
EGOB4003,ASISTENCIA GRADUADA EGOB,0.0
IQUI3041,TALLER MODELAMIEN.Y SIMULACION,0.0
DISE3849,CHALLENGING EXTREMISM,3.0
"",,0.0
EDUC1025,LABOR.TEORIAS Y RETOS APENDIZ,1.0
IIND2401,ANALIS.DECISION INVERSION,3.0
ARTE1104,CERAMICA 1,3.0
ARTE3994,PRACTICA ACADEMICA OBLIGATORIA,3.0
ISIS1204,ALGORITMICA Y PROGR. OBJ. I,3.0
PSIC1403,TALLER DE INDUCCION,0.0
IBIO3702,PROYECTO INVESTIGAC.INGENIERIA,3.0
LENG1102,INGLÉS 2,0.0
FISI1028C,COMPL. FÍSICA II,0.0
ANTR3177,SEM. ELECTIVO HOMOLOGADO 1,3.0
LITE1611,ESPAÑOL,3.0
LENG1102,INGLÉS 2,0.0
DISE3245,RECORDANDO EL FUTURO,3.0
MUSI1107B,MUSICA IMPOPULAR SIGLO XX,3.0
DEPO1224,DEFENSA PERSONAL,1.0
IMEC3530,DISEÑO DE SISTEMAS MECANICOS,3.0
PSIC6980,TESIS Y COLOQUIO DOCTORALES,4.0
ICYA2304L,LAB FUNDAMENTOS DE GEOTECNIA,0.0
ADMI2205,FINANZAS 3: ESTRATEGIA,3.0
FILO1471A,FILOSOFIA Y ARTE,3.0
ECON2101C,COMPL MICROECONOMÍA 2,0.0
IELE6007,TUTORIAL ESPECIAL,1.0
DERE2203,PROCEDIMIENTOS,4.0
"",,0.0
IQUI2101L,TALLER FENOMENOS TRANSPORTE 1,0.0
MUSI1910,CANTO 1,4.0
MUSI2402,CONJUNTO 4,3.0
PSIC1204,PRINCIPIOS DE NEUROCIENCIAS 1,3.0
LENG1104,INGLÉS 4,0.0
MATE1105C,ALGEBRA LINEAL 1 COMPL,0.0
EDUC4026,MÉTODOS CUANTITATIVOS DE INVES,4.0
ARTE3603,PROYECTO NUEVO PENSUM,6.0
EGOB3023,MONOGRAFIA DE GRADO,4.0
DERE1300,CONSTITUCION Y DEMOCRACIA,3.0
IMEC2411,INGENIERÍA DE MATERIALES,3.0
FISI1012C,COMPL. FÍSICA BÁSICA 1,0.0
EDUC6019,TEXTO DE INVESTIGACION,4.0
MUSI1416,INSTRUMENTO 2 - 15 - SAXOFÓN,4.0
IQUI1002,LAB. INTRODUCCION ING. QUIMICA,0.0
IQUI3040,OPTIMIZACION PROCESOS QUIMICOS,3.0
IBIO6003,TUTORIAL 2,4.0
LENG1099,NIV. LECTURA EN INGLES,0.0
QUIM1103C,COMPL. DE QUÍMICA,0.0
DPRO4204,FUNDAMENTALS OF PROJECT MANAGE,4.0
ECON4643,RIESGOYVALORACIÓN DE DERIVADOS,4.0
DEPO3101,SELECCION FUTBOL FEMENINA,1.0
IMEC1000C,COMPL.INTRODUCCION IMEC,0.0
LITE1611,ESPAÑOL,3.0
IELE3338,ROBOTICA,3.0
MUSI1415,INSTRUMENTO 1 - 15 - TROMPETA,4.0
IQUI2091,TALLER PMC,0.0
FISI1018C,COMPL. FÍSICA I,0.0
FISI1018,FISICA I,3.0
ARQU3920,TEORIA UNIDAD AVANZADA,3.0
CSOF5200,PROYECTO 2,1.0
ARTE1116,TALLER BASICO 1,3.0
ECON6105,MICRO AVANZ TEORIA JUEGOS DOC,4.0
IELE2300L,LAB.ANALISIS SIST. CONTROL,0.0
IQUI2301,LAB. INGENIERIA REACCIONES,0.0
FISI1018,FISICA I,3.0
MUSI1415,INSTRUMENTO 1 - 15 - VIOLA,4.0
QUIM1105C,COMPL. DE APLICACIONES,0.0
ECON3502,HIST.ANALISIS ECONOMICO,3.0
IBIO3991,PRÁCTICA PROFESIONAL,6.0
MATE1201,PRECALCULO,3.0
ARQU1121,TALLER DE COMPOSICION 2,3.0
EECO5103,MACROECONOMIA EE,2.0
DEPO1218,TENIS DE CAMPO PRINCIPIANTES,1.0
ADMI2501,ANALISIS ENTORNO COLOMBIANO,3.0
ECON2204,MEDICION Y CONTABILIDAD,3.0
PSIC6997,PASANTIA ESTUDIANTES EXTERNOS,0.0
BIOL3303,FISIOLOGIA VEGETAL-LAB,1.0
CBIO4121,INMUNOLOGIA AVANZADA,4.0
ICYA1122L,LAB MATERIALES ING CIVIL,0.0
IELE2210L,LAB. SIST. ELECTRON. DIGITALES,0.0
QUIM1104,LABORATORIO DE QUÍMICA,0.0
CONT1412C,CONTABILIDAD FINANCIERA COMPL.,0.0
HIST1101,INTROD I: PROBLEM.CONOC.HIST.,3.0
MATE1105C,ALGEBRA LINEAL 1 COMPL,0.0
ADMI1401,TALLER HABILIDADES INFORMATICA,1.0
CBIO6802,SEMIN.INVESTIGACION DOC. L.D.1,8.0
DISE3353,ATLAS: COMPILAR Y COMUNICAR,3.0
ADMI2107,GERENCIA DE RECURSOS HUMANOS,3.0
ARTE2410,INTRODUCCION A LA CRITICA,3.0
"",,0.0
"",,0.0
ANTR1135A,CAPITALISMO: HRIA Y CULTURA,3.0
DECA1001,HERRAMIENTAS VIDA UNIVERSITARI,1.0
DISE2634,DISEÑO Y PRODUCCIÓN DE SONIDO,3.0
MUSI1209,PIANO COMPLEMENTARIO 2,3.0
DISE3992,PRÁCTICA EMPRESARIAL,3.0
MSIN4301,PROYECTO FINAL,4.0
DPRO4100,DIS. OPTIMO PROCESOS PRODUCTOS,4.0
ICYA1116C,COMPL ESTATICA,0.0
ECON4301C,COMPL ECONOMETRIA AVANZADA,0.0
HIST2332A,HISTORIA DE LAS COSAS,3.0
MBIT4201,EMPRENDIMIENTO Y COMERCIO ELEC,4.0
QUIM1104,LABORATORIO DE QUÍMICA,0.0
ICYA1114,INTRODUCCION A ING CIVIL,3.0
"",,0.0
MBAE4543,VIAJE INTERNACIONAL,4.0
ISIS1204L,LAB ALGORITMICA Y PROG. OBJ I,0.0
CBIO6987,TESIS DOCTORADO 8,8.0
FISI1019,FISICA EXPERIMENTAL I,1.0
ISIS1204,ALGORITMICA Y PROGR. OBJ. I,3.0
DEIN4606,DERECHO AMBIENTAL INTERNACIONA,4.0
ECON1001C,COMPL INTROD. ECON COLOMBIANA,0.0
CONT1412C,CONTABILIDAD FINANCIERA COMPL.,0.0
DERE1301,TEORIA GENERAL DEL ESTADO,3.0
ADMI2204,DECISIONES NVERSION (INGLES),3.0
QUIM1104,LABORATORIO DE QUÍMICA,0.0
ARQU3852,PROY UI ARQU Y BELLEZA,5.0
FISI1028,FISICA II,3.0
IBIO6982,TESIS 12CR,12.0
ARQU3913,PROYECTO UNIDAD AVANZADA GRP4,5.0
DERE2103,ETICA PROFESIONAL,3.0
ICYA3305L,LAB ESTRUCTURAS GEOTECNICAS,0.0
IBIO4704,PROYECTO ESPECIAL MAESTRIA 2,4.0
IELE3430,TALLER DE COMUNICACIONES,3.0
DECA2203,DOBLE TITULACION INTERCAMBIO,0.0
CIDE4171,SEMINARIO DE REDACCION,0.0
MUSI1910,CANTO 1,4.0
MPET4110,RECOBRO MEJORADO,4.0
DERE2211,DERECHO COMERCIAL,3.0
IIND2107,PROBABILIDAD Y ESTADISTICA II,3.0
BIOL2308,ECOLOGIA-TEO,3.0
ARTE1120B,PINTURA DESDE 1950,3.0
ARQU3860,TEORÍA UI INTERDISC COLOMBIA,3.0
MUSI1416,INSTRUMENTO 2 - 15-PIANO,4.0
ARQU3912,PROYECTO UNIDAD AVANZADA GRP3,5.0
DEPO1227,PILATES,1.0
DEPO1230,GOLF PRINCIPIANTES,1.0
ARQU2330,SISTEMAS DE CONSTRUCCION Y EST,3.0
IIND2202C,COMPL. FUNDAMENTOS PRODUCCIÓN,0.0
IMEC1001,FUNDAMENTOS DE EXPERIMENT.,3.0
LENG1102,INGLÉS 2,0.0
QUIM3350,ESTEREOQUÍMICA Y SELECTIVIDAD,3.0
GEOC3069,LAB.SENSORE REMOTOS SIG Y GPS,1.0
IMEC3460,SISTEMAS DE MANUFACTURA,3.0
ISIS1204,ALGORITMICA Y PROGR. OBJ. I,3.0
IQUI2104,LAB. FENOMENOS TRANSPORTE 2,0.0
IBIO4703,PROYECTO ESPECIAL MAESTRIA,1.0
IBIO3702,PROYECTO INVESTIGAC.INGENIERIA,3.0
BIOL3908,INSCRIPCION PROYECTO GRADO,0.0
FISI1028C,COMPL. FÍSICA II,0.0
MUSI2201,PIANO COMPLEMENTARIO 5,3.0
IELE3152,REDES INTELIGENTES,3.0
FISI1022C,COMPL. FÍSICA BÁSICA 2,0.0
IQUI1001,INTROD.INGENIERIA QUIMICA,3.0
ECON2106C,COMPL TEORIA DEL CONS Y FIRMA,0.0
LENG1105,INGLÉS 5,0.0
IQUI2300,INGENIERIA DE REACCIONES,3.0
ECON3502,HIST.ANALISIS ECONOMICO,3.0
IIND2302C,COMPL. PENS SISTE ORGANIZACION,0.0
IMEC2520,MECÁNICA SÓLIDOS DEFORMABLES,3.0
MDER4510,CRIM. COTEMP: RETO DERE. PENAL,4.0
SPUB4110,SALUD Y MEDIO AMBIENTE,4.0
DERE2207,ARGUMENTACION EN PROCESOS CIVI,3.0
FISI1018C,COMPL. FÍSICA I,0.0
FILO1542,FILOSOFÍA Y CÓMIC,3.0
IBIO3370,NEUROCIENCIAS,3.0
